Path,Category,Referenced by active script,Referenced by manuscript,Referenced by supplement,Referenced by manifest,Required for regeneration,Unique provenance value,Final action,Reason
outputs/publication/figure_source_data/Figure_2_chronology_time_series_old_style_candidate_source_data.csv,publication output or source,No,No,No,No,No,No,delete,Duplicate candidate source data superseded by the two canonical Figure 2 source-data files.
outputs/publication/figure_source_data/Figure_2_profile_chronology.csv,publication output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/figure_source_data/Figure_3_pairwise_differences.csv,publication output or source,Yes,No,Yes,Yes,Yes,No,retain,referenced by active code; cited or embedded in the publication documents; required for regeneration or validation
outputs/publication/figure_source_data/Figure_3_profile_contrasts.csv,publication output or source,Yes,No,Yes,Yes,Yes,No,retain,referenced by active code; cited or embedded in the publication documents; required for regeneration or validation
outputs/publication/figure_source_data/Figure_4_pairwise_boundary_estimates.csv,publication output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/figure_source_data/Figure_4_profile_boundary_estimates.csv,publication output or source,Yes,No,Yes,Yes,Yes,No,retain,referenced by active code; cited or embedded in the publication documents; required for regeneration or validation
outputs/publication/figure_sources/Figures_1_2_editable_source.pptx,editable figure source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/fig 1.png,final main figure,No,No,No,No,No,No,rename,Renamed to outputs/publication/main_figures/Figure_1_study_design.png to establish a canonical unambiguous path.
outputs/publication/main_figures/fig 2.png,final main figure,No,No,No,No,No,No,delete,Obsolete chronology-only manual export superseded by the script-generated final Figure 2.
outputs/publication/main_figures/Figure_1_study_design.pdf,final main figure,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/Figure_1_study_design.png,final main figure,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/Figure_2_chronology_time_series.pdf,final main figure,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/Figure_2_chronology_time_series.png,final main figure,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/Figure_2_chronology_time_series_old_style_candidate_pubqual.png,final main figure,No,No,No,No,No,No,delete,Obsolete candidate output superseded by the canonical final Figure 2.
outputs/publication/main_figures/Figure_3_primary_contrasts.pdf,final main figure,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/Figure_3_primary_contrasts.png,final main figure,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/Figure_4_boundary_location_diagnostic.pdf,final main figure,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/Figure_4_boundary_location_diagnostic.png,final main figure,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_figures/figures.pptx,final main figure,No,No,No,No,No,No,rename,Renamed to outputs/publication/figure_sources/Figures_1_2_editable_source.pptx to establish a canonical unambiguous path.
outputs/publication/main_tables/Table_1_data_products.csv,publication output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_tables/Table_1_data_products.html,publication output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_tables/Table_2_primary_evidence.csv,publication output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/main_tables/Table_2_primary_evidence.html,publication output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/Manuscript.docx,publication output or source,No,No,No,No,No,No,rename,Renamed to outputs/publication/manuscript/Chapter1_manuscript_final.docx to establish a canonical unambiguous path.
outputs/publication/manuscript/Chapter1_manuscript_final.docx,final manuscript,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/Chapter1_Supplementary_Data.xlsx,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/Chapter1_Supplementary_Material.html,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/Chapter1_Supplementary_Material_final.docx,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/figures/Figure_S1_clustering_diagnostics.pdf,supplement output or source,No,No,No,Yes,No,No,retain,"retained publication-facing output, documentation, or repository metadata"
outputs/publication/supplement/figures/Figure_S1_clustering_diagnostics.png,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/figures/Figure_S2_threshold_spatial_sensitivities.pdf,supplement output or source,No,No,No,Yes,No,No,retain,"retained publication-facing output, documentation, or repository metadata"
outputs/publication/supplement/figures/Figure_S2_threshold_spatial_sensitivities.png,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/figures/Figure_S3_pairwise_pseudo_boundary_diagnostic.pdf,supplement output or source,No,No,No,Yes,No,No,retain,"retained publication-facing output, documentation, or repository metadata"
outputs/publication/supplement/figures/Figure_S3_pairwise_pseudo_boundary_diagnostic.png,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/README_supplementary_data.md,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/source_data/Figure_S1_source_data.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/source_data/Figure_S2_source_data.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/source_data/Figure_S3_pairwise_pseudo_boundary_diagnostic_source_data.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/source_data/Table_S06A_annual_profile_assignments.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/source_data/Table_S06B_approved_episode_evidence.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/source_data/Table_S13_full_historical_diagnostics.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/source_data/Table_S15_complete_actual_and_pseudo_boundary_profile_contrasts.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/source_data/Table_S16_complete_pseudo_boundary_pairwise_differences.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S01_landscape_comparison_covariates.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S02_clustering_solution_selection.csv,supplement output or source,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
outputs/publication/supplement/tables/Table_S03_clustering_stability_and_accessibility_sensitivity.csv,supplement output or source,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
outputs/publication/supplement/tables/Table_S04_spatial_design_balance_and_event_support.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S05_landscape_group_and_side_support.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S06_territorial_control_chronology.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S07_profile_and_episode_support.csv,supplement output or source,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
outputs/publication/supplement/tables/Table_S08_primary_profile_specific_contrasts.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S09_primary_pairwise_profile_differences.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S10_weighted_and_unweighted_sparse_outcome_models.csv,supplement output or source,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
outputs/publication/supplement/tables/Table_S11_threshold_sensitivity.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S12_spatial_domain_sensitivity.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S13_landscape_transition_and_episode_diagnostics.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S14_fire_optimizer_diagnostics.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S15_actual_and_pseudo_boundary_profile_contrasts.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S16_boundary_specificity_classifications.csv,supplement output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/supplement/tables/Table_S16_pseudo_boundary_pairwise_differences.csv,supplement output or source,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
outputs/publication/supplement/tables/Table_S17_measurement_and_validation_decisions.csv,supplement output or source,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
outputs/publication/supplement/tables/Table_S18_reproducibility_environment_and_authoritative_inputs.csv,supplement output or source,No,No,No,Yes,Yes,No,retain,required for regeneration or validation
outputs/publication/Supplementary_Material.docx,publication output or source,No,No,No,No,No,No,rename,Renamed to outputs/publication/supplement/Chapter1_Supplementary_Material_final.docx to establish a canonical unambiguous path.
outputs/publication/table_source_data/Table_1_data_products_source.csv,publication output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/publication/table_source_data/Table_2_primary_evidence_source.csv,publication output or source,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
outputs/README.md,repository metadata,No,No,No,Yes,No,No,retain,"retained publication-facing output, documentation, or repository metadata"
README.md,repository metadata,No,No,No,Yes,No,No,retain,"retained publication-facing output, documentation, or repository metadata"
renv.lock,repository metadata,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
renv/.gitignore,repository metadata,Yes,No,No,Yes,Yes,No,retain,referenced by active code; required for regeneration or validation
renv/activate.R,repository metadata,No,No,No,Yes,No,No,retain,"retained publication-facing output, documentation, or repository metadata"
renv/settings.json,repository metadata,No,No,No,Yes,No,No,retain,"retained publication-facing output, documentation, or repository metadata"
reports/fire_missingness_resolution/authoritative_fire_reproduction.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/authoritative_fire_reproduction.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_authoritative_missingness_comparison.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_bounds_500m.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_bounds_validation.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_by_stratum.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_final_decision.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_final_decision.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_maps.png,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_model_comparison.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_optimizer_diagnostics.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_missingness_summary.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_native_state_counts.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/fire_missingness_resolution/fire_native_state_inconsistencies.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/clustering_near_reproduction_acceptance.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_final_audits/clustering_near_reproduction_discrepancies.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_final_audits/clustering_near_reproduction_discrepancy_map.png,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/final_methods_audit_decision.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/final_methods_audit_issue_classification.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/final_methods_reporting_facts.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_authoritative_vs_observation_aware_cells.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_authoritative_vs_observation_aware_strata.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_authoritative_vs_observation_aware_summary.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_changed_cells_map.png,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_monthly_jd_code_counts_completed.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_observation_aware_aggregation_diagnostics.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_observation_aware_audit.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_observation_aware_fit_diagnostics.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_observation_aware_geometry_validation.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_observation_aware_model_comparison.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_observation_aware_pairwise_differences.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_observation_aware_profile_contrasts.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_valid_coverage_500m.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_valid_coverage_by_stratum.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_valid_coverage_map_2021.png,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/fire_valid_coverage_map_2022.png,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/no_accessibility_cluster_support.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_final_audits/no_accessibility_clustering_audit.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_final_audits/no_accessibility_clustering_map.png,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_final_audits/no_accessibility_k3_comparison.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_final_audits/no_accessibility_seed_stability.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_final_audits/no_accessibility_selected_k_comparison.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_final_audits/no_accessibility_silhouette_profile.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_area_after_cleaning.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_area_before_cleaning.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_despeckling_summary.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_no_accessibility_audit.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_no_accessibility_comparison.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_no_accessibility_map.png,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_no_accessibility_silhouette.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_reproduction_summary.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_reproduction_validation.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_seed_stability.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/clustering_silhouette_profile_full.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_targeted_audits/fire_authoritative_vs_observation_aware.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/fire_authoritative_vs_observation_aware_by_stratum.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/fire_monthly_jd_code_counts.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/fire_observation_aware_fit_diagnostics.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/fire_observation_aware_pairwise_differences.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/fire_observation_aware_profile_contrasts.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/fire_valid_coverage_500m.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/fire_valid_observation_audit.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/methods_reporting_facts.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/methods_review_targeted_audit_decision.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/sesu2_event_support.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_targeted_audits/sesu2_profile_availability.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/methods_review_targeted_audits/sesu2_support_audit.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/methods_review_targeted_audits/sesu2_support_by_spatial_design.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/publication/reproducibility_status.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/publication/submission_metadata_pending.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/publication_outputs/event_total_validation.csv,validation or provenance report,No,No,No,No,No,No,delete,Ambiguous validation filename and broken source path superseded by Figure_2_event_total_validation.csv.
reports/publication_outputs/Figure_2_chronology_time_series_old_style_candidate_event_total_validation.csv,validation or provenance report,No,No,No,No,No,No,delete,Obsolete candidate validation superseded by Figure_2_event_total_validation.csv.
reports/publication_outputs/Figure_2_chronology_time_series_old_style_candidate_pubqual_event_total_validation.csv,validation or provenance report,No,No,No,No,No,No,delete,Obsolete candidate validation superseded by Figure_2_event_total_validation.csv.
reports/publication_outputs/Figure_2_chronology_time_series_old_style_candidate_pubqual_validation.txt,validation or provenance report,No,No,No,No,No,No,delete,Obsolete candidate validation superseded by Figure_2_validation.txt.
reports/publication_outputs/Figure_2_chronology_time_series_old_style_candidate_validation.txt,validation or provenance report,No,No,No,No,No,No,delete,Obsolete candidate validation superseded by Figure_2_validation.txt.
reports/publication_outputs/Figure_2_event_total_validation.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/publication_outputs/Figure_2_validation.txt,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/publication_outputs/figure_layout_revision_v2.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/publication_outputs/main_figure_captions.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/publication_outputs/main_table_captions.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/publication_outputs/publication_input_registry.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/publication_outputs/publication_output_provenance.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/publication_outputs/publication_output_validation.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/ANALYTICAL_OUTPUTS.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/repository/audit_summary.json,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/repository/authoritative_file_resolution.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/repository/cleanup_actions.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/dependency_audit.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/repository/downstream_obsolete_file_validation.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/downstream_required_file_validation.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/downstream_stage_validation.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/downstream_static_validation.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/duplicate_groups.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/repository/final_cleanup_actions.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/final_retention_manifest.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/final_validation.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/repository/frozen_classification_validation.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/frozen_event_total_validation.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/frozen_result_validation.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/repository/large_file_audit.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/repository/reconciliation_plan.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/repository/two_repository_inventory.csv,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/supplement/governance_episode_evidence_audit.md,validation or provenance report,No,No,No,Yes,No,Yes,retain,retains unique scientific or environment provenance
reports/supplement/main_text_cross_reference_map.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/supplement/sessionInfo.txt,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/supplement/supplement_generation_log.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/supplement/supplement_manifest.csv,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/supplement/supplement_validation.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
reports/supplement/table_s5_fire_reconciliation.md,validation or provenance report,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
RUN_ANALYSIS.md,repository metadata,No,No,No,Yes,No,No,retain,"retained publication-facing output, documentation, or repository metadata"
SANITIZATION.md,repository metadata,Yes,No,No,Yes,Yes,Yes,retain,referenced by active code; required for regeneration or validation; retains unique scientific or environment provenance
